Service,ResourceType,ResourceId,Name,Application,Environment,Notes
Lambda,Function,cct-flink-pnr-historical--FlinkHistoricalPNRDeploy-u2eW3S0ndNW4,cct-flink-pnr-historical--FlinkHistoricalPNRDeploy-u2eW3S0ndNW4,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,cct-transformer-tkt-redrive-crt,cct-transformer-tkt-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-ingestion-smart-suite-trans-redrive-crt,cct-ingestion-smart-suite-trans-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-historical-data-load--CustomCDKBucketDeploymen-8yhUhh9fkN2L,cct-historical-data-load--CustomCDKBucketDeploymen-8yhUhh9fkN2L,CCT,CRT,runtime=python3.11 mem=128 vpc=none
Lambda,Function,cct-flink-pnr-historical--LogRetentionaae0aa3c5b4d-815ftYTu4daG,cct-flink-pnr-historical--LogRetentionaae0aa3c5b4d-815ftYTu4daG,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-pnr-crt-FlinkPNRDeploymentHandlerFlinkDe-Iybtaqk4IHcP,cct-flink-pnr-crt-FlinkPNRDeploymentHandlerFlinkDe-Iybtaqk4IHcP,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-historical-data-load--CustomS3AutoDeleteObject-qS7035a73iAG,cct-historical-data-load--CustomS3AutoDeleteObject-qS7035a73iAG,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-customer-profile-merge-processor-crt,cct-customer-profile-merge-processor-crt,CCT,CRT,runtime=nodejs20.x mem=512 vpc=vpc-074002f57df8a6967
Lambda,Function,entsre-cct-container-logg-AWS679f53fac002430cb0da5-nhvaZaXulE9l,entsre-cct-container-logg-AWS679f53fac002430cb0da5-nhvaZaXulE9l,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-transformer-smart-suite-redrive-crt,cct-transformer-smart-suite-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-etl-icoupon-red-FlinkHistoricaliCouponRe-iDwULzm4izmq,cct-flink-etl-icoupon-red-FlinkHistoricaliCouponRe-iDwULzm4izmq,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,cct-flink-aacc-historical-LogRetentionaae0aa3c5b4d-lxy03WvVur4A,cct-flink-aacc-historical-LogRetentionaae0aa3c5b4d-lxy03WvVur4A,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-etl-cancel-vouc-FlinkHistoricalCancelVou-UgZHd204dxx8,cct-flink-etl-cancel-vouc-FlinkHistoricalCancelVou-UgZHd204dxx8,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,cct-sp-stepUp-crt-idv-create-inquiry,cct-sp-stepUp-crt-idv-create-inquiry,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-etl-stormx-crt-FlinkHistoricalStormXDepl-9swBVgrUUktA,cct-flink-etl-stormx-crt-FlinkHistoricalStormXDepl-9swBVgrUUktA,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-sp-infra-crt-logtransform83B01626-DmsByGYa7IE1,cct-sp-infra-crt-logtransform83B01626-DmsByGYa7IE1,CCT,CRT,runtime=nodejs20.x mem=768 vpc=none
Lambda,Function,cct-flink-etl-icoupon-red-LogRetentionaae0aa3c5b4d-QdUKySBKnEKl,cct-flink-etl-icoupon-red-LogRetentionaae0aa3c5b4d-QdUKySBKnEKl,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-ingestion-stormx-trans-redrive-crt,cct-ingestion-stormx-trans-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-customer-profile-memb-LogRetentionaae0aa3c5b4d-IPzQGLCJSaDE,cct-customer-profile-memb-LogRetentionaae0aa3c5b4d-IPzQGLCJSaDE,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-flink-baggage-crt-FlinkBaggageDeploymentHandle-WH1RIWZZnE0j,cct-flink-baggage-crt-FlinkBaggageDeploymentHandle-WH1RIWZZnE0j,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,cct-flink-etl-cm-pax-corr-FlinkHistoricalCMPaxCorr-SAbulWisrYZJ,cct-flink-etl-cm-pax-corr-FlinkHistoricalCMPaxCorr-SAbulWisrYZJ,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,ac-cct-cmp-message-processor-crt,ac-cct-cmp-message-processor-crt,CCT,CRT,runtime=python3.11 mem=3000 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-transformer-aacc-redrive-crt,cct-transformer-aacc-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-pnr-historical--FlinkHistoricalPNRDeploy-eCswAJDos6ne,cct-flink-pnr-historical--FlinkHistoricalPNRDeploy-eCswAJDos6ne,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-entity-resolution-crt-CustomCDKBucketDeploymen-60hNW312Zq5I,cct-entity-resolution-crt-CustomCDKBucketDeploymen-60hNW312Zq5I,CCT,CRT,runtime=python3.11 mem=128 vpc=none
Lambda,Function,cct-sp-flightStatus-crt-by-arrival-airport,cct-sp-flightStatus-crt-by-arrival-airport,CCT,CRT,runtime=nodejs20.x mem=128 vpc=vpc-074002f57df8a6967
Lambda,Function,controltower-LambdaEncryptEbs,controltower-LambdaEncryptEbs,CCT,CRT,runtime=python3.13 mem=128 vpc=none
Lambda,Function,cct-flink-etl-pnr-tkt-cor-FlinkHistoricalPNRTKTCor-yoHeSpBAsFCb,cct-flink-etl-pnr-tkt-cor-FlinkHistoricalPNRTKTCor-yoHeSpBAsFCb,CCT,CRT,runtime=python3.11 mem=256 vpc=none
Lambda,Function,cct-ingestion-historical-icoupon-redemption-fk-redrive-crt,cct-ingestion-historical-icoupon-redemption-fk-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-etl-icoupon-crt-LogRetentionaae0aa3c5b4d-ZrLnx5r4oT5g,cct-flink-etl-icoupon-crt-LogRetentionaae0aa3c5b4d-ZrLnx5r4oT5g,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-ingestion-icoupon-trans-redrive-crt,cct-ingestion-icoupon-trans-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-flink-etl-stormx-crt-LogRetentionaae0aa3c5b4d4-E19pIYPp4Nqa,cct-flink-etl-stormx-crt-LogRetentionaae0aa3c5b4d4-E19pIYPp4Nqa,CCT,CRT,runtime=nodejs22.x mem=128 vpc=none
Lambda,Function,cct-transformer-stormx-redrive-crt,cct-transformer-stormx-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,cct-transformer-cm-bag-redrive-crt,cct-transformer-cm-bag-redrive-crt,CCT,CRT,runtime=nodejs22.x mem=256 vpc=vpc-074002f57df8a6967
Lambda,Function,entsre-cct-load-partition-lambda-crt,entsre-cct-load-partition-lambda-crt,CCT,CRT,runtime=nodejs22.x mem=2048 vpc=none
ECR,Repository,cct-trip-tracer-transformer-tkt-crt,cct-trip-tracer-transformer-tkt-crt,CCT,CRT,created=2026-01-19
ECR,Repository,cct-trip-tracer-transformer-pnr-crt,cct-trip-tracer-transformer-pnr-crt,CCT,CRT,created=2026-01-19
ECR,Repository,cct-customer-profile-gigya-crt,cct-customer-profile-gigya-crt,CCT,CRT,created=2026-02-11
ECR,Repository,cct-customer-profile-membercontext-crt,cct-customer-profile-membercontext-crt,CCT,CRT,created=2026-02-11
ECR,Repository,cct-trip-tracer-ingestion-aacc-crt,cct-trip-tracer-ingestion-aacc-crt,CCT,CRT,created=2026-03-26
ECR,Repository,cct-trip-tracer-ingestion-icoupon-crt,cct-trip-tracer-ingestion-icoupon-crt,CCT,CRT,created=2026-03-26
ECR,Repository,cct-trip-tracer-transformer-customer-profile-cpid-crt,cct-trip-tracer-transformer-customer-profile-cpid-crt,CCT,CRT,created=2026-04-14
ECR,Repository,cdk-crt-cac1-container-assets-050752605169,cdk-crt-cac1-container-assets-050752605169,CCT,CRT,created=2025-10-30
ECR,Repository,cct-trip-tracer-ingestion-tkt-crt,cct-trip-tracer-ingestion-tkt-crt,CCT,CRT,created=2026-01-19
ECR,Repository,cct-trip-tracer-transformer-cm-bag-crt,cct-trip-tracer-transformer-cm-bag-crt,CCT,CRT,created=2026-03-26
ECR,Repository,cct-trip-tracer-transformer-smart-suite-crt,cct-trip-tracer-transformer-smart-suite-crt,CCT,CRT,created=2026-03-26
ECR,Repository,cct-trip-tracer-ingestion-pnr-tkt-corr-crt,cct-trip-tracer-ingestion-pnr-tkt-corr-crt,CCT,CRT,created=2026-03-26
ECR,Repository,cct-trip-tracer-transformer-cm-crt,cct-trip-tracer-transformer-cm-crt,CCT,CRT,created=2026-03-26
ECR,Repository,rule-engine-platform-crt-ecr-repository,rule-engine-platform-crt-ecr-repository,CCT,CRT,created=2026-04-03
ECR,Repository,case-processor-crt-ecr-repository,case-processor-crt-ecr-repository,CCT,CRT,created=2026-04-03
ECR,Repository,cct-trip-tracer-processor-change-processor-fdm-crt,cct-trip-tracer-processor-change-processor-fdm-crt,CCT,CRT,created=2026-04-09
ECR,Repository,cct-trip-tracer-processor-live-icoupon-redemption-ingestion-crt,cct-trip-tracer-processor-live-icoupon-redemption-ingestion-crt,CCT,CRT,created=2026-04-14
ECR,Repository,cct-trip-tracer-processor-disruption-detection-updater-crt,cct-trip-tracer-processor-disruption-detection-updater-crt,CCT,CRT,created=2026-04-14
ECR,Repository,cct-trip-tracer-ingestion-customer-profile-cpid-crt,cct-trip-tracer-ingestion-customer-profile-cpid-crt,CCT,CRT,created=2026-04-14
ECR,Repository,cct-trip-tracer-otel-collector-crt,cct-trip-tracer-otel-collector-crt,CCT,CRT,created=2026-01-19
ECR,Repository,cct-trip-tracer-ingestion-pnr-crt,cct-trip-tracer-ingestion-pnr-crt,CCT,CRT,created=2026-01-19
ECR,Repository,cct-customer-profile-claims-crt,cct-customer-profile-claims-crt,CCT,CRT,created=2026-02-11
ECR,Repository,cct-customer-profile-pnr-crt,cct-customer-profile-pnr-crt,CCT,CRT,created=2026-02-11
ECR,Repository,case-mgmt-crt-ecr-repository,case-mgmt-crt-ecr-repository,CCT,CRT,created=2026-02-23
ECR,Repository,acpedia-crt-ecr-repository,acpedia-crt-ecr-repository,CCT,CRT,created=2026-02-23
ECR,Repository,claims-dashboard-crt-ecr-repository,claims-dashboard-crt-ecr-repository,CCT,CRT,created=2026-03-09
ECR,Repository,ac-cct-rule-engine-ecr,ac-cct-rule-engine-ecr,CCT,CRT,created=2026-03-19
ECR,Repository,cct-trip-tracer-ingestion-cm-bag-crt,cct-trip-tracer-ingestion-cm-bag-crt,CCT,CRT,created=2026-03-26
ECR,Repository,cct-trip-tracer-ingestion-stormx-crt,cct-trip-tracer-ingestion-stormx-crt,CCT,CRT,created=2026-03-26
ECR,Repository,cct-trip-tracer-transformer-stormx-crt,cct-trip-tracer-transformer-stormx-crt,CCT,CRT,created=2026-03-26
ECR,Repository,cct-trip-tracer-transformer-pnr-tkt-corr-crt,cct-trip-tracer-transformer-pnr-tkt-corr-crt,CCT,CRT,created=2026-03-26
ECR,Repository,cct-trip-tracer-processor-db-archival-crt,cct-trip-tracer-processor-db-archival-crt,CCT,CRT,created=2026-03-26
ECR,Repository,case-intake-crt-ecr-repository,case-intake-crt-ecr-repository,CCT,CRT,created=2026-04-03
ECR,Repository,cct-postgres-sync,cct-postgres-sync,CCT,CRT,created=2025-12-24
ECR,Repository,cct-trip-tracer-ingestion-fdm-crt,cct-trip-tracer-ingestion-fdm-crt,CCT,CRT,created=2026-01-19
ECR,Repository,cct-trip-tracer-transformer-fdm-crt,cct-trip-tracer-transformer-fdm-crt,CCT,CRT,created=2026-01-19
ECR,Repository,entsre-firelens-logging-repo,entsre-firelens-logging-repo,CCT,CRT,created=2026-01-28
ECR,Repository,cct-customer-profile-ifly-crt,cct-customer-profile-ifly-crt,CCT,CRT,created=2026-02-11
ECR,Repository,ask-ac-crt-ecr-repository,ask-ac-crt-ecr-repository,CCT,CRT,created=2026-02-23
ECR,Repository,cct-trip-tracer-ingestion-cm-crt,cct-trip-tracer-ingestion-cm-crt,CCT,CRT,created=2026-03-26
ECR,Repository,cct-trip-tracer-ingestion-historical-icoupon-redemption-crt,cct-trip-tracer-ingestion-historical-icoupon-redemption-crt,CCT,CRT,created=2026-03-26
ECR,Repository,cct-trip-tracer-transformer-icoupon-crt,cct-trip-tracer-transformer-icoupon-crt,CCT,CRT,created=2026-03-26
ECR,Repository,cct-trip-tracer-ingestion-smart-suite-crt,cct-trip-tracer-ingestion-smart-suite-crt,CCT,CRT,created=2026-03-26
ECR,Repository,cct-trip-tracer-transformer-historical-icoupon-redemption-crt,cct-trip-tracer-transformer-historical-icoupon-redemption-crt,CCT,CRT,created=2026-03-26
ECR,Repository,cct-trip-tracer-transformer-aacc-crt,cct-trip-tracer-transformer-aacc-crt,CCT,CRT,created=2026-03-26
ECR,Repository,cct-trip-tracer-processor-coupon-status-update-crt,cct-trip-tracer-processor-coupon-status-update-crt,CCT,CRT,created=2026-03-26
ECR,Repository,cct-trip-tracer-processor-change-processor-pnr-crt,cct-trip-tracer-processor-change-processor-pnr-crt,CCT,CRT,created=2026-04-09
ECR,Repository,cct-trip-tracer-processor-event-detection-updater-crt,cct-trip-tracer-processor-event-detection-updater-crt,CCT,CRT,created=2026-04-14
ELBv2,LoadBalancer,ac-cct-crt-ecs-alb,ac-cct-crt-ecs-alb,CCT,CRT,application internal dns=internal-ac-cct-crt-ecs-alb-1198835785.ca-central-1.elb.amazonaws.com
ELBv2,TargetGroup,acpedia-crt-ecs-service-tg,acpedia-crt-ecs-service-tg,CCT,CRT,port=8000 HTTP type=ip
ELBv2,TargetGroup,ask-ac-crt-ecs-service-tg,ask-ac-crt-ecs-service-tg,CCT,CRT,port=9000 HTTP type=ip
ELBv2,TargetGroup,case-intake-crt-tg,case-intake-crt-tg,CCT,CRT,port=8000 HTTP type=ip
ELBv2,TargetGroup,case-mgmt-crt-ecs-service-tg,case-mgmt-crt-ecs-service-tg,CCT,CRT,port=8000 HTTP type=ip
ELBv2,TargetGroup,case-processor-crt-tg,case-processor-crt-tg,CCT,CRT,port=8000 HTTP type=ip
ELBv2,TargetGroup,claims-dashboard-crt-ecs-svc-tg,claims-dashboard-crt-ecs-svc-tg,CCT,CRT,port=8000 HTTP type=ip
ELBv2,TargetGroup,rep-crt-ecs-tg,rep-crt-ecs-tg,CCT,CRT,port=8000 HTTP type=ip
RDS,Cluster,ac-cct-ask-ac-crt-cac1-rds-cluster,ac-cct-ask-ac-crt-cac1-rds-cluster,Customer Care Transformation - Ask AC,CRT,aurora-postgresql 17.4 multiAZ=True encrypted=True
RDS,Cluster,ac-cct-case-mgmt-crt-cac1-rds-cluster,ac-cct-case-mgmt-crt-cac1-rds-cluster,Customer Care Transformation - Ask AC,CRT,aurora-postgresql 17.4 multiAZ=True encrypted=True
RDS,Cluster,ac-cct-rule-engine-crt-cac1-rds-cluster,ac-cct-rule-engine-crt-cac1-rds-cluster,Customer Care Transformation - Rule Engine RDS,CRT,aurora-postgresql 17.4 multiAZ=True encrypted=True
RDS,Cluster,ac-cct-trip-tracer-rds-cluster-crt-cac1,ac-cct-trip-tracer-rds-cluster-crt-cac1,Customer Care Transformation,CRT,aurora-postgresql 17.4 multiAZ=True encrypted=True
RDS,Instance,ac-cct-ask-ac-crt-cac1-rds-cluster-instance1,ac-cct-ask-ac-crt-cac1-rds-cluster-instance1,Customer Care Transformation - Ask AC,CRT,aurora-postgresql 17.4 db.r7g.large cluster=ac-cct-ask-ac-crt-cac1-rds-cluster
RDS,Instance,ac-cct-ask-ac-crt-cac1-rds-cluster-instance2,ac-cct-ask-ac-crt-cac1-rds-cluster-instance2,Customer Care Transformation - Ask AC,CRT,aurora-postgresql 17.4 db.r7g.large cluster=ac-cct-ask-ac-crt-cac1-rds-cluster
RDS,Instance,ac-cct-case-mgmt-crt-cac1-rds-cluster-instance1,ac-cct-case-mgmt-crt-cac1-rds-cluster-instance1,Customer Care Transformation - Ask AC,CRT,aurora-postgresql 17.4 db.r7g.large cluster=ac-cct-case-mgmt-crt-cac1-rds-cluster
RDS,Instance,ac-cct-case-mgmt-crt-cac1-rds-cluster-instance2,ac-cct-case-mgmt-crt-cac1-rds-cluster-instance2,Customer Care Transformation - Ask AC,CRT,aurora-postgresql 17.4 db.r7g.large cluster=ac-cct-case-mgmt-crt-cac1-rds-cluster
RDS,Instance,ac-cct-rule-engine-crt-cac1-rds-cluster-instance1,ac-cct-rule-engine-crt-cac1-rds-cluster-instance1,Customer Care Transformation - Rule Engine RDS,CRT,aurora-postgresql 17.4 db.r7g.large cluster=ac-cct-rule-engine-crt-cac1-rds-cluster
RDS,Instance,ac-cct-rule-engine-crt-cac1-rds-cluster-instance2,ac-cct-rule-engine-crt-cac1-rds-cluster-instance2,Customer Care Transformation - Rule Engine RDS,CRT,aurora-postgresql 17.4 db.r7g.large cluster=ac-cct-rule-engine-crt-cac1-rds-cluster
RDS,Instance,ac-cct-trip-tracer-rds-cluster-crt-cac1-instance1,ac-cct-trip-tracer-rds-cluster-crt-cac1-instance1,Customer Care Transformation,CRT,aurora-postgresql 17.4 db.r7g.large cluster=ac-cct-trip-tracer-rds-cluster-crt-cac1
RDS,Instance,ac-cct-trip-tracer-rds-cluster-crt-cac1-instance2,ac-cct-trip-tracer-rds-cluster-crt-cac1-instance2,Customer Care Transformation,CRT,aurora-postgresql 17.4 db.r7g.large cluster=ac-cct-trip-tracer-rds-cluster-crt-cac1
DynamoDB,Table,ac-cct-cmp-bot-tokens-crt,ac-cct-cmp-bot-tokens-crt,CCT,CRT,
DynamoDB,Table,ac-cct-cmp-rate-limits-crt,ac-cct-cmp-rate-limits-crt,CCT,CRT,
DynamoDB,Table,ac-cct-cmp-session-auth-crt,ac-cct-cmp-session-auth-crt,CCT,CRT,
DynamoDB,Table,cct-er-cache-crt,cct-er-cache-crt,CCT,CRT,
DynamoDB,Table,cct-sp-infra-crt-SessionJwtTableF35A45F5-1XC6KTR28CIP2,cct-sp-infra-crt-SessionJwtTableF35A45F5-1XC6KTR28CIP2,CCT,CRT,
S3,Bucket,ac-cct-aco-chat-crt,ac-cct-aco-chat-crt,CCT,CRT,created=2026-03-24
S3,Bucket,ac-cct-aco-chat-crt-cloudfront-logs,ac-cct-aco-chat-crt-cloudfront-logs,CCT,CRT,created=2026-03-24
S3,Bucket,ac-cct-cmp-message-logs-bucket-crt,ac-cct-cmp-message-logs-bucket-crt,CCT,CRT,created=2026-03-24
S3,Bucket,ac-cct-devops-reusable-bucket-crt-cac1,ac-cct-devops-reusable-bucket-crt-cac1,CCT,CRT,created=2025-10-26
S3,Bucket,acpedia.ac-cct-crt.cloud.aircanada.com,acpedia.ac-cct-crt.cloud.aircanada.com,CCT,CRT,created=2026-02-23
S3,Bucket,askac.ac-cct-crt.cloud.aircanada.com,askac.ac-cct-crt.cloud.aircanada.com,CCT,CRT,created=2026-02-23
S3,Bucket,case-management-service-crt-audit-parquet,case-management-service-crt-audit-parquet,CCT,CRT,created=2026-03-09
S3,Bucket,case-retrieval-webex-crt.ac-cct-crt.cloud.aircanada.com,case-retrieval-webex-crt.ac-cct-crt.cloud.aircanada.com,CCT,CRT,created=2026-03-12
S3,Bucket,cct-acpedia-crt-attachments,cct-acpedia-crt-attachments,CCT,CRT,created=2026-03-12
S3,Bucket,cct-acpedia-crt-file-data,cct-acpedia-crt-file-data,CCT,CRT,created=2026-03-12
S3,Bucket,cct-acpedia-crt-logs,cct-acpedia-crt-logs,CCT,CRT,created=2026-03-12
S3,Bucket,cct-ask-ac-crt-attachments,cct-ask-ac-crt-attachments,CCT,CRT,created=2026-03-12
S3,Bucket,cct-ask-ac-crt-file-data,cct-ask-ac-crt-file-data,CCT,CRT,created=2026-03-12
S3,Bucket,cct-ask-ac-crt-logs,cct-ask-ac-crt-logs,CCT,CRT,created=2026-03-12
S3,Bucket,cct-case-mgmt-crt-attachments,cct-case-mgmt-crt-attachments,CCT,CRT,created=2026-03-16
S3,Bucket,cct-case-mgmt-crt-file-data,cct-case-mgmt-crt-file-data,CCT,CRT,created=2026-03-16
S3,Bucket,cct-case-mgmt-crt-logs,cct-case-mgmt-crt-logs,CCT,CRT,created=2026-02-23
S3,Bucket,cct-claims-dashboard-crt-attachments,cct-claims-dashboard-crt-attachments,CCT,CRT,created=2026-03-12
S3,Bucket,cct-claims-dashboard-crt-file-data,cct-claims-dashboard-crt-file-data,CCT,CRT,created=2026-03-12
S3,Bucket,cct-claims-dashboard-crt-logs,cct-claims-dashboard-crt-logs,CCT,CRT,created=2026-03-12
S3,Bucket,cct-common-crt,cct-common-crt,CCT,CRT,created=2026-03-26
S3,Bucket,cct-cp-msk-connect-crt,cct-cp-msk-connect-crt,CCT,CRT,created=2026-03-17
S3,Bucket,cct-customer-profile-input-crt,cct-customer-profile-input-crt,CCT,CRT,created=2026-04-14
S3,Bucket,cct-data-feeds-crt,cct-data-feeds-crt,CCT,CRT,created=2026-03-26
S3,Bucket,cct-entity-resolution-input-crt,cct-entity-resolution-input-crt,CCT,CRT,created=2026-03-18
S3,Bucket,cct-entity-resolution-output-crt,cct-entity-resolution-output-crt,CCT,CRT,created=2026-03-18
S3,Bucket,cct-flink-apps-crt,cct-flink-apps-crt,CCT,CRT,created=2026-01-19
S3,Bucket,cct-glue-historical-scripts-crt,cct-glue-historical-scripts-crt,CCT,CRT,created=2026-03-25
S3,Bucket,cct-glue-scripts-crt,cct-glue-scripts-crt,CCT,CRT,created=2026-04-16
S3,Bucket,cct-historical-data-feeds-crt,cct-historical-data-feeds-crt,CCT,CRT,created=2026-03-25
S3,Bucket,cct-msk-connect-crt,cct-msk-connect-crt,CCT,CRT,created=2026-01-19
S3,Bucket,cct-otel-logs-crt,cct-otel-logs-crt,CCT,CRT,created=2026-01-19
S3,Bucket,cct-trip-tracer-db-archive-crt,cct-trip-tracer-db-archive-crt,CCT,CRT,created=2026-03-26
S3,Bucket,cdk-crt-cac1-assets-050752605169,cdk-crt-cac1-assets-050752605169,CCT,CRT,created=2025-11-08
S3,Bucket,claims-dashboard.ac-cct-crt.cloud.aircanada.com,claims-dashboard.ac-cct-crt.cloud.aircanada.com,CCT,CRT,created=2026-03-12
S3,Bucket,entsre-050752605169-crt-container-logging-bucket,entsre-050752605169-crt-container-logging-bucket,CCT,CRT,created=2026-01-28
S3,Bucket,entsre-customer-cct-050752605169-crt-default-logs,entsre-customer-cct-050752605169-crt-default-logs,CCT,CRT,created=2025-12-10
S3,Bucket,entsre-customer-cct-050752605169-crt-inventory,entsre-customer-cct-050752605169-crt-inventory,CCT,CRT,created=2025-12-10
S3,Bucket,entsre-customer-cct-050752605169-crt-large-object-logs,entsre-customer-cct-050752605169-crt-large-object-logs,CCT,CRT,created=2025-12-10
MSK,Cluster,64cccdaf-7baf-4cf9-9a69-7c0bd1839f58-4,ac-cct-msk-crt-cac1,CCT,CRT,PROVISIONED state=ACTIVE
MSKConnect,Connector,bee1f49c-4146-426b-b47b-d4dbe4115499-4,cct-kafka-mirroring-crt-GigyaFeedMskConnect-connector-c8406e49,CCT,CRT,state=RUNNING
MSKConnect,Connector,cc3e3b4d-1d29-45d0-9757-4d83fb891f16-4,cct-kafka-mirroring-crt-GigyaFeedMskConnectS3-connector-c889652c,CCT,CRT,state=RUNNING
MSKConnect,Connector,c699a24f-6968-44ca-b050-9c9a4deb4920-4,cct-kafka-mirroring-crt-iFlyFeedMskConnect-connector-c885c999,CCT,CRT,state=RUNNING
MSKConnect,Connector,6315f5a0-e5e4-4034-aa09-263266f13d2d-4,cct-kafka-mirroring-crt-iFlyFeedMskConnectS3-connector-c815adf7,CCT,CRT,state=RUNNING
MSKConnect,Connector,fb98737e-0f1b-4c6f-a6fc-377f816d1b8b-4,cct-shared-infra-crt-AACCFeedMskConnect-connector-c832e5ae,CCT,CRT,state=RUNNING
MSKConnect,Connector,f5f56033-826b-4584-a224-62a77ab5a0c6-4,cct-shared-infra-crt-AACCFeedMskConnectS3-connector-c8f508b3,CCT,CRT,state=RUNNING
MSKConnect,Connector,5acc2d84-09cf-4b59-bc12-46fa975ad2cd-4,cct-shared-infra-crt-BaggageSmartSuiteFeedMskConnect-connector-c8ef5c92,CCT,CRT,state=RUNNING
MSKConnect,Connector,15d6d860-1af8-49f1-b6e0-517fb032c3cb-4,cct-shared-infra-crt-BaggageSmartSuiteFeedMskConnectS3-connector-c8f717d5,CCT,CRT,state=RUNNING
MSKConnect,Connector,cd3f9eca-0a88-430e-b029-7fe0b7cc22f3-4,cct-shared-infra-crt-CMFeedMskConnect-connector-c8e32326,CCT,CRT,state=RUNNING
MSKConnect,Connector,6d6589f3-a64c-4df4-839f-033573873f77-4,cct-shared-infra-crt-CMFeedMskConnectS3-connector-c8eb9ab0,CCT,CRT,state=RUNNING
MSKConnect,Connector,9bf0455b-6d7f-4f57-aee8-faaef635516a-4,cct-shared-infra-crt-FDMFeedMskConnect-connector-c85bf276,CCT,CRT,state=RUNNING
MSKConnect,Connector,c3dec064-4675-44e2-869b-316c68325203-4,cct-shared-infra-crt-FDMFeedMskConnectS3-connector-c8552f9c,CCT,CRT,state=RUNNING
MSKConnect,Connector,2efa6791-6aa3-4939-b466-ff922caee960-4,cct-shared-infra-crt-ICouponFeedMskConnect-connector-c8a22119,CCT,CRT,state=RUNNING
MSKConnect,Connector,a5104cef-23fe-4bea-8ca6-0a4dc5cf81d3-4,cct-shared-infra-crt-ICouponFeedMskConnectS3-connector-c818286d,CCT,CRT,state=RUNNING
MSKConnect,Connector,c229e290-c867-4cbc-bfb3-7538d257a7c1-4,cct-shared-infra-crt-PNRFeedMskConnect-connector-c8c43339,CCT,CRT,state=RUNNING
MSKConnect,Connector,a2903506-868d-48d0-99bf-39dba7b7c0dc-4,cct-shared-infra-crt-PNRFeedMskConnectS3-connector-c8b13b12,CCT,CRT,state=RUNNING
MSKConnect,Connector,6be25444-72a2-4372-b584-eac4c9e20a0b-4,cct-shared-infra-crt-StormXFeedMskConnect-connector-c8198de4,CCT,CRT,state=RUNNING
MSKConnect,Connector,906724ea-a3d6-4376-b350-30eac83d2041-4,cct-shared-infra-crt-StormXFeedMskConnectS3-connector-c84a9efa,CCT,CRT,state=RUNNING
MSKConnect,Connector,ad7b5b30-014f-42f4-be5a-6bf70ec8f529-4,cct-shared-infra-crt-TKTFeedMskConnect-connector-c856a119,CCT,CRT,state=RUNNING
MSKConnect,Connector,4c3beea1-6f1b-4625-a932-095976d48e39-4,cct-shared-infra-crt-TKTFeedMskConnectS3-connector-c8972bbe,CCT,CRT,state=RUNNING
SQS,Queue,ac-cct-cmp-raw-message-dlq-crt,ac-cct-cmp-raw-message-dlq-crt,CCT,CRT,
SQS,Queue,ac-cct-cmp-raw-message-queue-crt,ac-cct-cmp-raw-message-queue-crt,CCT,CRT,
SQS,Queue,cct-arrival-code-updates-queue-crt,cct-arrival-code-updates-queue-crt,CCT,CRT,
